mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
14.179094171524047,0.46918803519395397,1.8974963188171388,0.17329455160155538,0.3,0.05,10,500,"{'colsample_bytree': 0.3, 'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 500}",0.7795037566433904,0.7849023799827775,0.7843287913913426,0.7847675002592136,0.7849581105831784,0.7836921077719804,0.0021057845165786283,45
22.727253246307374,0.8496375106591114,3.1418495178222656,0.08733077614272519,0.3,0.05,10,1000,"{'colsample_bytree': 0.3, 'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 1000}",0.7734165492230722,0.7766108660427032,0.7771523534708444,0.7769936826091758,0.7771841945064463,0.7762715291704485,0.0014419691442994025,49
1.2661611080169677,0.038583643479818484,0.051548433303833005,0.0006095974592408728,0.3,0.1,3,100,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100}",0.7870832526695278,0.791353356922556,0.7913596984138593,0.791466983510632,0.7922387120681448,0.790700400716944,0.001838414330304432,20
3.948846673965454,0.5102690966145308,0.17709579467773437,0.006159965075678215,0.3,0.1,3,500,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500}",0.7883733836921116,0.7921971619421995,0.7926275467239252,0.7923763547696269,0.7930284808326246,0.7917205855920975,0.0016967078266915978,6
7.089771032333374,0.2162147190070517,0.3425945281982422,0.02426997059171987,0.3,0.1,3,1000,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000}",0.7872248754828823,0.7911538671046711,0.7921081139057826,0.7913072651077171,0.7920391449149999,0.7907666533032106,0.0018113606614978458,18
1.62301664352417,0.05237271572709137,0.09331083297729492,0.004653207987133296,0.3,0.1,6,100,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100}",0.7879772321762194,0.7917326793413815,0.7916502118325255,0.7921950879511412,0.7936135291034658,0.7914337480809467,0.0018662691316060427,12
4.308832120895386,0.4046491565126032,0.49059348106384276,0.013814017993488572,0.3,0.1,6,500,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 500}",0.7830375204193222,0.7875130847744336,0.7880934577772963,0.7877783025326678,0.789699422873672,0.7872243576754784,0.0022271554581710074,36
9.143483734130859,0.45781959310883225,1.6074163913726807,0.09486163223097165,0.3,0.1,6,1000,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 1000}",0.7767181446830643,0.7804021146665926,0.7828543384194906,0.7810791708051575,0.7836273746459417,0.7809362286440494,0.0024091224301973683,46
3.0864006996154787,0.270469863839924,0.28308954238891604,0.07418083363660803,0.3,0.1,10,100,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100}",0.7837672214002006,0.7872277317267398,0.7877681364612437,0.7878656421628912,0.7871178945663937,0.7867493252634937,0.001519328746724988,39
13.355212926864624,0.6610862868728714,1.6313633441925048,0.08491521851048413,0.3,0.1,10,500,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 500}",0.7702759696412891,0.7754652144735947,0.775592058360618,0.774663824328711,0.7750707905876746,0.7742135714783774,0.00199544966010195,50
20.618059158325195,0.7672776801389946,2.649917411804199,0.20771061049376768,0.3,0.1,10,1000,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 1000}",0.7574090930044983,0.7647536623096544,0.7635066101539959,0.7603351825459438,0.7616532706529646,0.7615315637334114,0.0025582663281694972,53
1.4993350505828857,0.06306394888266087,0.05025887489318848,0.0018212333988710994,0.7,0.01,3,100,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100}",0.78360583988045,0.7871546920891008,0.7868096291903655,0.7884398283449701,0.7895267613604582,0.7871073501730689,0.0019990248593816603,37
4.93516092300415,0.20338229940151187,0.16647710800170898,0.011221946468506336,0.7,0.01,3,500,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",0.7868424917773544,0.7911854620735372,0.7909925316917786,0.7916882467193891,0.7924608822085848,0.7906339228941288,0.0019625047625220324,22
8.155472707748412,0.41460501709622966,0.3163954734802246,0.026295562579127404,0.7,0.01,3,1000,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1000}",0.7879568265655569,0.791731027179013,0.7919490563678149,0.7925632740925558,0.7933972434732486,0.7915194855356379,0.0018728208311341722,9
1.8664291858673097,0.2592356945369419,0.08626103401184082,0.0043149693360424145,0.7,0.01,6,100,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100}",0.7861215169725038,0.7906306097064075,0.7907812939448826,0.7912915871414129,0.7931690060301537,0.790398802759072,0.0023223392424233874,23
7.033190298080444,0.29549583638056426,0.8095756053924561,0.07767727834629115,0.7,0.01,6,500,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 500}",0.7877984897147988,0.7922618493717803,0.7923065561824212,0.7926153136919208,0.7939629438681842,0.7917890305658212,0.0020892318933738367,5
13.101037788391114,0.8098504677423938,1.7208733081817627,0.13937567722134536,0.7,0.01,6,1000,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 1000}",0.7876045942240956,0.7919483111371295,0.792208206823394,0.7923389737172322,0.7935219290034755,0.7915244029810654,0.002033018554032561,8
5.983079195022583,0.20917988849815236,0.6649253368377686,0.26053715825531604,0.7,0.01,10,100,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 100}",0.7864502287186287,0.7895911183575655,0.7902915578665017,0.7906978773214745,0.7918915189345259,0.7897844602397391,0.0018267816525967008,26
26.745687818527223,0.6385307433247437,3.2194692611694338,0.1686399977165165,0.7,0.01,10,500,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 500}",0.7860779915658872,0.7902090059919078,0.7898284180870131,0.7905264109895485,0.7908902663564145,0.7895064185981542,0.0017496767546498458,27
35.316514778137204,0.7285072272843947,3.636873388290405,0.25432548828108115,0.7,0.01,10,1000,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 1000}",0.7852383731122735,0.7889200029730487,0.7886775569335855,0.7891838779099536,0.7894072643231158,0.7882854150503954,0.0015431605853903642,34
1.3474743366241455,0.028578406994439146,0.05207324028015137,0.0013626709466610367,0.7,0.05,3,100,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",0.7868408393588482,0.7915076759182416,0.790897950669047,0.7915357697089823,0.7925729691219431,0.7906710409554124,0.0019893203320423924,21
4.220461082458496,0.07877159502835941,0.1818368911743164,0.003591931653055992,0.7,0.05,3,500,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 500}",0.7884153832484477,0.7921530597526807,0.7926545156381597,0.7926774209360159,0.7934649118255708,0.791873058280175,0.0017790778535007653,4
7.069720983505249,0.3595364206315135,0.35008854866027833,0.018525263374248046,0.7,0.05,3,1000,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 1000}",0.7883380781886186,0.7918161381476585,0.7928780848437542,0.7919552431885986,0.7930713175360737,0.7916117723809408,0.0017094227411914317,7
1.7835160732269286,0.08274302789491882,0.08838114738464356,0.0020228817110887086,0.7,0.05,6,100,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100}",0.7873096832258877,0.7922144780099158,0.791712825271048,0.7922668199198419,0.7940889300368714,0.791518547292713,0.0022540354746544517,10
5.813543367385864,0.485142092689451,0.5539477825164795,0.07849035434571591,0.7,0.05,6,500,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 500}",0.7858092169063537,0.7895472200519136,0.7899612167890405,0.7899446178300971,0.7915488674898007,0.7893622278134411,0.0019045979960504473,30
9.821004343032836,0.933408246536752,1.574977493286133,0.11970439976499578,0.7,0.05,6,1000,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 1000}",0.7831462776833188,0.7854243226816247,0.7869585979921686,0.7865061304785317,0.7896515312564232,0.7863373720184134,0.002117299918769111,41
3.7343728065490724,0.42185564732384845,0.37119879722595217,0.16275727537447057,0.7,0.05,10,100,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 100}",0.784554335134718,0.789631684216568,0.7880812106843358,0.7890716503870321,0.7892507940011123,0.7881179348847532,0.0018539132623573565,35
14.183915185928345,0.6401371336540796,1.9152147769927979,0.08237124130982479,0.7,0.05,10,500,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 500}",0.7786974678226302,0.7824565820869209,0.7805983845254789,0.7808837024207821,0.7817292299075753,0.7808730733526774,0.0012688049739159111,47
23.60373797416687,0.6280921434787458,2.85460524559021,0.27025519361321737,0.7,0.05,10,1000,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 1000}",0.7704177612122783,0.7752936918978436,0.7737861816176674,0.7723836504374264,0.7724074134536186,0.7728577397237669,0.001623386391606937,51
1.2046419620513915,0.024761076471913116,0.05149269104003906,0.0031703109456707587,0.7,0.1,3,100,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100}",0.787879929336678,0.7918477190555684,0.7917158835290491,0.7924082168966632,0.7933181224719983,0.7914339742579914,0.0018644600348999177,11
3.850001096725464,0.30063029727653795,0.16784825325012206,0.008895877685595197,0.7,0.1,3,500,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500}",0.7878834310575982,0.7911039718011457,0.7924812284123894,0.7916939484371794,0.7929836755952897,0.7912292510607205,0.0017928526305556337,14
6.781804323196411,0.09033952709499334,0.38301429748535154,0.021823506939131078,0.7,0.1,3,1000,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000}",0.7867858173383675,0.7903700953380647,0.7917419947249478,0.7906044071142928,0.7916606450621197,0.7902325919155585,0.001808592897784168,24
1.5760672569274903,0.06072942138722586,0.0889556884765625,0.0017367380650277612,0.7,0.1,6,100,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100}",0.7869436197899491,0.7910482833836139,0.7915642572065003,0.7915195644568158,0.7927363152515903,0.7907624080176938,0.0019888401653287203,19
4.877925395965576,0.1412946485444102,0.44595160484313967,0.06973799042351263,0.7,0.1,6,500,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 500}",0.7823308900134209,0.7848509660959689,0.7866084661186774,0.7839151180562112,0.7873462234057048,0.7850103327379967,0.001811889718167395,43
10.577097702026368,0.9810561127317357,1.6189950942993163,0.07797277519640536,0.7,0.1,6,1000,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 1000}",0.7756822400055893,0.7778005705879834,0.7799147689507875,0.7761186763274435,0.7807666660507968,0.77805658438452,0.00201275604342223,48
3.1983495235443113,0.2947105778029023,0.2455805778503418,0.07556224791686891,0.7,0.1,10,100,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100}",0.7825607027540431,0.7857157852148425,0.784893057568733,0.7867443933834877,0.7860222086055921,0.7851872295053397,0.0014412841831421628,42
12.791037034988403,0.38205090898738125,1.166312074661255,0.3145627502374735,0.7,0.1,10,500,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 500}",0.7673830418884294,0.7735088222236453,0.769573139456368,0.7700967835309306,0.7713006966725787,0.7703724967543903,0.00201742027373235,52
15.86478066444397,1.6457548407226419,1.2169893264770508,0.25340351626534524,0.7,0.1,10,1000,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 1000}",0.7559101033142677,0.7636431279789718,0.7579445879646256,0.7587313758063642,0.7577500335424114,0.7587958457213281,0.0025940768599648943,54
